gene_id	logFC	species	host	treat
Bradi1g63120	-1.9081127459737899	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g21740	-1.90616160923331	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g27075	-1.9031801434493703	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g26720	1.8980061423544399	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g05700	-1.89602138122851	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g41910	1.8888366050957701	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g45648	-1.88559343551683	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g09125	1.8852657091717602	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g62587	1.8812709913591001	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g48400	-1.87650505096205	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g75730	1.8737729095350701	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g38770	-1.87241465440278	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g41260	1.86816555039293	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g52020	1.86767719321365	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g47390	1.86726479087338	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g05428	-1.86716394285592	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g42760	-1.86646675613159	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g09870	-1.86050243019828	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g17290	-1.85983693948264	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g50620	-1.85950629224879	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g22357	-1.8591994478503302	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g45350	-1.8566154012252398	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g16681	1.8550047128944298	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g71480	-1.84883968110755	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g39055	-1.8445470535326298	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g42625	-1.8399829004835302	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g23935	-1.83675614775343	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g04930	1.8348367315134702	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g06890	1.83235632965269	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g40110	1.83225749662272	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g29050	-1.8297495485812199	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g11913	-1.82742655754961	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g31072	-1.8245954810767	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g44800	-1.82405668936542	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g07760	-1.8227320852424198	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g33170	-1.82021339548694	Bdistachyon	S.indica	TStreat-TSmock
Bradi2g42820	1.8186130939240102	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g14126	-1.8176709630363	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g13600	1.8176480197254	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g19291	1.8168405981521298	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g12177	-1.81029034113456	Bdistachyon	S.indica	TStreat-TSmock
Bradi1g64880	-1.8101305842873303	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g39710	1.80894736801923	Bdistachyon	S.indica	TStreat-TSmock
Bradi4g39450	1.80659313963024	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g06670	-1.80580256739492	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g04342	-1.80555695772988	Bdistachyon	S.indica	TStreat-TSmock
Bradi3g55850	-1.8049132988668302	Bdistachyon	S.indica	TStreat-TSmock
Bradi5g03127	1.8042744847625198	Bdistachyon	S.indica	TStreat-TSmock
